"scientific_name","state","presentation","landings_code","conversion_factor","country","iso3c","iso2c","continent_affiliation","implementation","note","reference","n_CF"
"Limanda ferruginea","Fresh","headed","Fresh, headed",1.36,"Spain","ESP","ES","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Limanda ferruginea","Fresh","whole","Fresh, whole",1,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Limanda ferruginea","Frozen","filleted","Frozen, filleted",2.7,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Limanda ferruginea","Frozen","filleted, skinned","Frozen, filleted, skinned",2.7,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Limanda ferruginea","Frozen","gutted and headed","Frozen, gutted and headed",1.5,"Estonia","EST","EE","EU","national CF","","EU Council Regulations Annex",1
"Limanda ferruginea","Frozen","Japanese cut, tail off","Frozen, Japanese cut, tail off",1.4,"Lithuania","LTU","LT","EU","national CF","","EU Council Regulations Annex",1
"Limanda ferruginea","Frozen","whole","Frozen, whole",1,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Limanda ferruginea","Frozen","whole","Frozen, whole",1,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Limanda limanda","Fresh","filleted, skinned","Fresh, filleted, skinned",2.7,"UK","GBR","GB","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Limanda limanda","Fresh","gutted","Fresh, gutted",1.05,"Belgium","BEL","BE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Limanda limanda","Fresh","gutted","Fresh, gutted",1.05,"Denmark","DNK","DK","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Limanda limanda","Fresh","gutted","Fresh, gutted",1.05,"Ireland","IRL","IE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Limanda limanda","Fresh","gutted","Fresh, gutted",1.08,"Spain","ESP","ES","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Limanda limanda","Fresh","gutted","Fresh, gutted",1.08,"UK","GBR","GB","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Limanda limanda","Fresh","gutted","Fresh, gutted",1.1,"Sweden","SWE","SE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Limanda limanda","Fresh","gutted","Fresh, gutted",1.11,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Limanda limanda","Fresh","gutted","Fresh, gutted",1.11,"Faroe Islands","FRO","FO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Limanda limanda","Fresh","gutted","Fresh, gutted",1.11,"France","FRA","FR","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Limanda limanda","Fresh","gutted","Fresh, gutted",1.11,"Germany","DEU","DE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Limanda limanda","Fresh","gutted","Fresh, gutted",1.11,"Portugal","PRT","PT","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Limanda limanda","Fresh","gutted","Fresh, gutted",1.13,"Netherlands","NLD","NL","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Limanda limanda","Fresh","gutted and headed","Fresh, gutted and headed",1.39,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Limanda limanda","Fresh","whole","Fresh, whole",1,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Limanda limanda","Frozen","filleted, skinned","Frozen, filleted, skinned",2.59,"Germany","DEU","DE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Limanda limanda","Frozen","gutted","Frozen, gutted",1.08,"UK","GBR","GB","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Limanda limanda","Frozen","gutted","Frozen, gutted",1.11,"Germany","DEU","DE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Limanda limanda","Frozen","gutted and headed","Frozen, gutted and headed",1.39,"Germany","DEU","DE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Limanda limanda","Frozen","whole","Frozen, whole",1,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Loligo gahi","Fresh","gutted","Fresh, gutted",1.7,"Poland","POL","PL","EU","national CF","FAO Area 41","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Loligo spp","Fresh","gutted","Fresh, gutted",1.15,"Italy","ITA","IT","EU","national CF","1.100-1.200","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Lophidae","Fresh","gutted","Fresh, gutted",1.15,"Portugal","PRT","PT","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Lophidae","Fresh","gutted","Fresh, gutted",1.18,"Belgium","BEL","BE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Lophidae","Fresh","gutted","Fresh, gutted",1.2,"France","FRA","FR","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Lophidae","Fresh","gutted","Fresh, gutted",1.2,"Germany","DEU","DE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Lophidae","Fresh","gutted","Fresh, gutted",1.22,"Netherlands","NLD","NL","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Lophidae","Fresh","gutted","Fresh, gutted",1.28,"Ireland","IRL","IE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Lophidae","Fresh","gutted","Fresh, gutted",1.28,"UK","GBR","GB","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Lophidae","Fresh","gutted","Fresh, gutted",1.3,"Sweden","SWE","SE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Lophidae","Frozen","filleted, skinned","Frozen, filleted, skinned",6.33,"Germany","DEU","DE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Lophidae","Frozen","gutted and headed","Frozen, gutted and headed",3.25,"Germany","DEU","DE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Lophiidae","Fresh","filleted","Fresh, filleted",3.95,"France","FRA","FR","EU","national CF","","EU Council Regulations Annex",1
"Lophiidae","Fresh","filleted","Fresh, filleted",5,"Sweden","SWE","SE","EU","national CF","","EU Council Regulations Annex",1
"Lophiidae","Fresh","gutted","Fresh, gutted",1.22,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Lophiidae","Fresh","gutted and headed","Fresh, gutted and headed",2.5,"Sweden","SWE","SE","EU","national CF","","EU Council Regulations Annex",1
"Lophiidae","Fresh","gutted and headed","Fresh, gutted and headed",3.04,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Lophiidae","Fresh","gutted, headed, skinned","Fresh, gutted, headed, skinned",2.5,"Sweden","SWE","SE","EU","national CF","","EU Council Regulations Annex",1
"Lophiidae","Fresh","headed","Fresh, headed",3.07,"France","FRA","FR","EU","national CF","","EU Council Regulations Annex",1
"Lophiidae","Fresh","tail only (squid)","Fresh, tail only (squid)",3,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Lophiidae","Fresh","whole","Fresh, whole",1,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Lophiidae","Frozen","filleted","Frozen, filleted",3.95,"France","FRA","FR","EU","national CF","","EU Council Regulations Annex",1
"Lophiidae","Frozen","filleted, skinned","Frozen, filleted, skinned",5.6,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Lophiidae","Frozen","filleted, skinned","Frozen, filleted, skinned",5.6,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Lophiidae","Frozen","filleted, skinned, with pinbone on","Frozen, filleted, skinned, with pinbone on",6.33,"Germany","DEU","DE","EU","national CF","","EU Council Regulations Annex",1
"Lophiidae","Frozen","gutted","Frozen, gutted",1.18,"Spain","ESP","ES","EU","national CF","","EU Council Regulations Annex",1
"Lophiidae","Frozen","gutted","Frozen, gutted",1.2,"Portugal","PRT","PT","EU","national CF","","EU Council Regulations Annex",1
"Lophiidae","Frozen","gutted","Frozen, gutted",1.22,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Lophiidae","Frozen","gutted","Frozen, gutted",1.28,"Germany","DEU","DE","EU","national CF","","EU Council Regulations Annex",1
"Lophiidae","Frozen","gutted","Frozen, gutted",1.28,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Lophiidae","Frozen","gutted and headed","Frozen, gutted and headed",1.2,"Portugal","PRT","PT","EU","national CF","","EU Council Regulations Annex",1
"Lophiidae","Frozen","gutted and headed","Frozen, gutted and headed",2,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Lophiidae","Frozen","gutted and headed","Frozen, gutted and headed",3.04,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Lophiidae","Frozen","gutted and headed","Frozen, gutted and headed",3.25,"Germany","DEU","DE","EU","national CF","","EU Council Regulations Annex",1
"Lophiidae","Frozen","tail only (squid)","Frozen, tail only (squid)",3,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Lophiidae","Frozen","whole","Frozen, whole",1,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Lophiidae","Frozen","whole","Frozen, whole",1,"Germany","DEU","DE","EU","national CF","","EU Council Regulations Annex",1
"Lophiidae","Frozen","whole","Frozen, whole",1,"Spain","ESP","ES","EU","national CF","","EU Council Regulations Annex",1
"Lophiidae","Frozen","whole","Frozen, whole",1,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Lophius americanus","Fresh","gutted","Fresh, gutted",1.2,"Portugal","PRT","PT","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Lophius americanus","Fresh","headed","Fresh, headed",3.5,"Canada","CAN","CA","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Lophius piscatorius","Fresh","gutted","Fresh, gutted",1.2,"France","FRA","FR","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Lophius piscatorius","Fresh","gutted","Fresh, gutted",1.2,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Lophius piscatorius","Fresh","gutted","Fresh, gutted",1.2,"Portugal","PRT","PT","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Lophius piscatorius","Fresh","gutted","Fresh, gutted",1.22,"Netherlands","NLD","NL","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Lophius piscatorius","Fresh","gutted","Fresh, gutted",1.28,"Ireland","IRL","IE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Lophius piscatorius","Fresh","gutted","Fresh, gutted",1.28,"Spain","ESP","ES","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Lophius piscatorius","Fresh","gutted","Fresh, gutted",1.28,"UK","GBR","GB","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Lophius piscatorius","Fresh","gutted","Fresh, gutted",1.3,"Sweden","SWE","SE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Lophius piscatorius","Fresh","gutted and headed","Fresh, gutted and headed",2.72,"Denmark","DNK","DK","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Lophius piscatorius","Fresh","gutted and headed","Fresh, gutted and headed",2.86,"Sweden","SWE","SE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Lophius piscatorius","Fresh","gutted and headed","Fresh, gutted and headed",3,"Belgium","BEL","BE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Lophius piscatorius","Fresh","gutted and headed","Fresh, gutted and headed",3,"Netherlands","NLD","NL","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Lophius piscatorius","Fresh","gutted and headed","Fresh, gutted and headed",3,"UK","GBR","GB","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Lophius piscatorius","Fresh","gutted and headed","Fresh, gutted and headed",3.07,"France","FRA","FR","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Lophius piscatorius","Fresh","gutted and headed","Fresh, gutted and headed",3.25,"Germany","DEU","DE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Lophius piscatorius","Fresh","gutted and headed","Fresh, gutted and headed",3.8,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Lophius piscatorius","Fresh","tail only (squid)","Fresh, tail only (squid)",3,"Ireland","IRL","IE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Lophius piscatorius","Fresh","tail only (squid)","Fresh, tail only (squid)",3,"UK","GBR","GB","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Lophius piscatorius","Frozen","filleted, skinned","Frozen, filleted, skinned",6.33,"Germany","DEU","DE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
