species,fishreg,unit,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 
F00,47,TLW,EU27_2020	: 	: c	71468.505 	62314.242 	116605.436 	90036.845 	44868.768 	59202.0528 	19323.32 	23646.62 	21148.92 	266317.52 	22108.91 	12395.23 	12123.64 	17743.57 	21811.01 	13703 	25876.04 	20797 
F00,47,TLW,EU28	: 	: c	71468.505 	62314.242 	116605.436 	90036.845 	44868.768 	59202.0528 	19323.32 	23646.62 	21182.03 	266583.53 	22965.91 	13245.53 	12123.64 	17743.57 	21811.01 	13703 	25876.04 	20797 
F00,47,TLW,FR	1664.75 p	7569.601 p	5116.65 	1391.9 	343.1 	2199.75 	1737.4 	3391.2 	1184 	: 	: 	: 	20 	: 	0 	0 	0 	0 	0 	0 
F00,47,TLW,IE	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,47,TLW,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
F00,47,TLW,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
F00,47,TLW,LT	: 	: 	: 	3242.7 	18891.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	4686 	0 	0 	0 
F00,47,TLW,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
F00,47,TLW,NL	: 	: 	: 	: 	: 	9702.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,47,TLW,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	242 
F00,47,TLW,PL	0 	27073.884 	38008.16 	20220.592 	41418.336 	25323.955 	: 	24610.08 	: 	: 	: 	: 	: 	: 	805.1 	4122.2 	4468 	4318 	3100 	0 
F00,47,TLW,PT	1537.35 	2677.8 	1865.05 	1081.48 	1744.7 	1283.09 	593.898 	1861.5328 	686.4 	1547 	2172.17 	1618.25 	3347.32 	2853.63 	2674.24 	1193.12 	2128.01 	1552 	2084.04 	3393 
F00,47,TLW,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
F00,47,TLW,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	33.11 	266.01 	857 	850.3 	: 	: 	: 	: 	: 	: 
F00,51,TLW,BG	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,51,TLW,EL	: 	: 	: c	: 	38.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,51,TLW,ES	: 	210809.75 	160493.59 	148778.22 	130587.93 	238567.67 	143892.29 	99683.8 	61316.51 	17173.6 	29189.03 	8718.13 	50680.01 	38640.8 	67499.22 	81433.12 	163874.62 	161199.05 	135638 	148205 
F00,51,TLW,EU27_2020	: 	301505.203 p	: c	212100.749 	193944.73 	299955.94 	187095.6243 	139743.3176 	111426.7 	67533.3 	93873.51 	93343.06 	125887.27 	151788.19 	186341.65 	203884.14 	284605.66 	264850.75 	218801 	234440 
F00,51,TLW,EU28	: 	304048.545 p	: c	212452.695 	194127.744 	300344.233 	187814.5807 	140968.3176 	111920.7 	68004.1 	95382.51 	95371.08 	126683.27 	152486.29 	186341.65 	203884.14 	284605.66 	264850.75 	218801 	234440 
F00,51,TLW,FR	72938.543 p	84988.743 p	67194.35 	56316.765 	59242.49 	60026.24 	40894.18 	38512.97 	48791.79 	48341.7 	58192.08 	76181.3 	67805 	98195 	106870.4 	107424 	108157 	96719 	76625 	84716 
F00,51,TLW,IT	4902.4 p	8279.8 p	5755 	3965.8 	2107.7 	: 	: 	: 	: 	: 	5462.4 	7644.1 	4523.1 	9794 	8766 	12303 	10013 	4760 	3199 	102 
F00,51,TLW,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	870 
F00,51,TLW,PT	1613.14 	1769.51 	3291.89 	3039.964 	1968.53 	1362.03 	2309.1543 	1546.5476 	1318.4 	2018 	1030 	799.53 	2879.16 	5158.39 	3206.03 	2724.02 	2561.04 	2172.7 	3339 	1417 
F00,51,TLW,UK	881.8448 	2543.342 	613.85 	351.946 	183.014 	388.2933 	718.9564 	1225 	494 	470.8 	1509 	2028.02 	796 	698.1 	: 	: 	: 	: 	: 	: 
F01,0,TLW,BE	: 	22721.5 	24366.3 	26860 	24462.5 	26508.6 	25377.4 	24371.2 	22190.6 	21904 	21207.64 	22097.85 	24026.86 	22519.4 	24092 	26246.5 	26341.54 	28519.41 	29670.48 	29291.3 
F01,0,TLW,BG	10268.6267 	8544.091 	8506.8 e	8562.442 	8746.6 	8564.9 	9534.543 	8153.25 	8956.31 	9681 	7391.07 	7666.08 	7832.04 	5629.82 	3408.4 	5818.01 	10211.04 	13555.01 	4880.02 	6137.02 
F01,0,TLW,CY	: 	1469.953 	1736.413 	1481.8 	1475.25 	1248.6916 	1165.6 	1297.1707 	1162.9 	1399.91 	1391 	1991.6 	2205.4 	2097.86 	1849.5 	1522 	1741 	1908 	2245 	2230 
F01,0,TLW,DE	207225 	261218.673 	229405.8 p	240569.716 	251268.441 	216165.865 	219000.5 	205384.491 	217704.93 	214888.12 	195018.53 	207436.1 	226939.82 	276078.46 	264283 	239492.6 	238254 	201657 	188470 	182826 
F01,0,TLW,DK	: c	: c	904450 e	670212.83 	868890.1 	745019.28 	668338.23 	502631.63 	716231.59 	827972.59 	777701.84 	690580.51 	652971.81 	867802.77 	910573 	1090038.09 	1031072.05 	1441964.8 	1510408.67 	1533890.89 
F01,0,TLW,EE	83565.6623 d	83677.776 	79611.176 	72468.364 	70340.2954 	65477.493 	66514.3875 	63284.4922 	77941.852 	92415.844 	94524.71 	98202.84 	95174.27 	83545.87 	96302.1 	85534.53 	75493.03 	96867.23 	102533.01 	109969 
F01,0,TLW,EL	82232.46 p	: c	: c	: c	64431.321 	60318.83 	63638.21 	60725.53 	62847.36 	70089.14 	81821.36 	83821.1 	93639.15 	96694.55 	90445.22 	91134.01 	89632.28 	91891.23 	91015.4 	95910.71 
F01,0,TLW,ES	19786.084 	876705.804 	898746.99 	856251.3654 	899125.66 	1106678.22 	902910.13 	757301.86 	798297.76 	741552.2 	685488.78 	853275.89 	687016.75 	680254.08 	716335.65 	714022.12 	798435.94 	792731.63 	1040166.14 	985521.1 
F01,0,TLW,EU27_2020	: 	: c	: c	: c	4421800.4444 	4569412.2963 	4140809.0638 	3751166.4697 	4189829.3418 	4370893.384 	4204941.37 	4282533.22 	4259493.57 	4619139.25 	4808253.93 	4989139.33 	5006761.86 	5376946.68 	5844656.15 	5670411.24 
F01,0,TLW,EU28	: 	: c	: c	: c	5123569.563 	5321391.342 	4758400.793 	4377830.5347 	4784429.0418 	4976184.184 	4785353.15 	4870356.16 	4868699.33 	5233773.07 	5473638.03 	5640772.35 	5637518.02 	6061300.92 	6580261.38 	6413862.29 
F01,0,TLW,FI	: 	155163.361 	162016.73 e	164833.422 e	153394.494 	153487.755 	144297 	138068.87 	124827.45 	127220 	125315.17 	119355.46 	128163.22 	112932.88 	95467.17 	99154.93 	86305.44 	106731.87 	115191.48 	121641.43 
F01,0,TLW,FR	138834.483 p	546766.293 p	490267.379 	469786.328 	478324.13 	485013.44 	459607.12 	419968.2 	439540.55 	417415.7 	410643.45 	449959.29 	509387.26 	563687.16 	564444.5 	591333.46 	628823.33 	620633.67 	604740.29 	623562.96 
F01,0,TLW,HR	64019.9247 	70068.3 	69561.05 	72865.3443 	73487.6321 	79944.5442 	75267.231 	63599.02 	70534.02 	52396.9 	55364.5 	49011 	48633.71 	37830.1 	34649.6 	30135.1 	19938 	21210.5 	18464 	21051.2 
F01,0,TLW,IE	0 	: c	246759.52 e	230272.6223 	234772.0764 	276847.164 	246240.0835 	275916.799 	206177.329 	318764.66 	268994.27 	205131.93 	214844.59 	211403.18 	267089.1 	279657.74 	265624.59 	281536 	355511.01 	277100.15 
F01,0,TLW,IS	: 	1259169 p	1176538 p	1069488 e	1317156 e	1076883 e	1362887 e	1448544 e	1148993.689 e	1042348.19 	1141634.5 	1283801.6 	1399005.4 	1323279.62 	1660925.5 	1727880 	1980065 	2129499 	1980556.02 	1982303 
F01,0,TLW,IT	180736.5 p	201938.4 p	192202.6 	192602.6 	191633.7 	177018.6 	172906.5 	195996.2 	212729.6 	230020.6 	248013.32 	232206.09 	282698.81 	312047.05 	294076.02 	273982.02 	291324.8 	265610.1 	304875.7 	297589.9 
F01,0,TLW,LT	: 	63262.085 	72144.93 	105738.739 	72432.131 	148842.76 	74802.811 	70195.042 	137084.996 	138244.7 	150094.6 	157104.9 	149733 	153113 	138166 	160222 	155246.01 	149388 	148977 	77077 
F01,0,TLW,LV	: c	: c	: c	114654.78 	81304.53 	119293.15 	115759.26 	89501.11 	156130.15 	164488.4 	162884.6 	157585.6 	154962.1 	140061 	150262 	125031 	113980 	113096 	127595 	135791 
F01,0,TLW,MT	2229.732 	2544.971 	2223.05 	3556.089 	2535.677 	2402.551 	2354.9428 	2203.8588 	1919.86 	1835.66 	1587.45 	1282.07 	1244.21 	1348 	1336.01 	1067.04 	1138.04 	1074.03 	895.16 	1074.11 
F01,0,TLW,NL	19579.257 	411966.01 	361841.17 	368349.3 	364989.9 	375441.3 	324370 	345244 	364953 	375961 	340793 	375556 	366277 	434027 	547108 	519536 	524125 	461460 	515415.01 	493524 
F01,0,TLW,NO	3214.15 	2288408.6 	2221036.16 	1862478.16 	2146073.755 	2134963.889 	1943911.719 	2046923.6781 	2178091.631 	2561988.05 	2479603.01 	2366528.96 	2337433.06 	2246168.77 	2391707.3 	2523987.87 	2548527.76 	2739790.22 	2686540.19 	2698972.17 
F01,0,TLW,PL	0 	195621.719 	207139.47 	196927.5859 	187051.1325 	169574.3627 	195477.1454 	179694.4076 	175606.3773 	130421.66 	175024.48 	115527 	125345.15 	119882.71 	131443.1 	162812.28 	151502 	187775.7 	176963 	145879.01 
F01,0,TLW,PT	41542.41 	174897.698 	173600.62 	180691.076 	185154.853 	177229.5406 	194609.6386 	196552.9634 	213905.1375 	222565 	198639.11 	223845.66 	250783.27 	229015.5 	218929.52 	221197.35 	209481.44 	202225.17 	191993.46 	189157.13 
F01,0,TLW,RO	7149.373 	7745.01 	9553.18 e	7173.996 	4842.568 	2199.519 	1617.401 	810.7 	537.2 	230.9 	331.8 	443.6 	518 	615.2 	2026 	1831 	1612.01 	2122 	2431 	2476 
F01,0,TLW,SE	178136.8739 	214970.291 	221822.78 	197972.8651 	202946.2531 	171889.2 	176788.6 	150119.3 	179836.3 	210666.2 	201848.9 	229725.2 	236133.2 	267610.87 	254943 	268557.36 	285393.42 	293529.29 	310594.3 	337081.28 
F01,0,TLW,SI	120.3771 	121.5 	123.6 	146.1 	191.2 	246.53 	232.33 	323.54 	714.07 	759.2 	861.79 	727.45 	963.95 	942.79 	1025.04 	814.19 	1086.9 	1460.04 	1621.02 	1630.05 
F01,0,TLW,TR	431571.7 	283954.8 	322172.5 	301463.6 	397730.7 	266077.6 	339046.9 	396322 	477658.4 	891360 	849776 	462978 	599091 	488966 	380381 	504897 	463074 	522744.01 	484413 	460531 
F01,0,TLW,UK	4140.0085 	696991.872 	722725.243 	699841.7461 	701769.1186 	751979.0453 	617591.7292 	626486.9 	594599.7 	605290.8 	580411.78 	587822.94 	609205.76 	614633.82 	665384.1 	651633.02 	630756.16 	684354.24 	735605.23 	743451.05 
F01,21,TLW,BG	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
F01,21,TLW,DE	1912 	1895 	1875.79 	1898.709 	1886.072 	2149.682 	2416.247 	1856.535 	2113.5 	1820.6 	1878.4 	3972 	1521.1 	1541.2 	1591 	1587 	3549 	2864 	1359 	4920 
F01,21,TLW,DK	: c	: c	2511 e	2921 	1686 	3409 	3391 	2999 	5146 	5130 	5072 	3804 	3389 	3631 	3696 	2754 	1006 	359 	93 	0 
F01,21,TLW,EE	5502.324 d	5558.434 	4744.267 	3283.101 	3585.73 	3387.026 	4532.801 	3444.235 	7146.072 	4328.674 	5978.5 	13086.4 	13332.3 	8404.65 	14690 	16259 	16000 	15016 	12233 	13697 
F01,21,TLW,ES	19786.084 	20519.994 	21265.35 	19640.7554 	23967.4 	26395.9 	35429.37 	35393.12 	28071.5 	26585.17 	15113.9 	18957.22 	13800.11 	21588.38 	22087.1 	19395 	35050 	34077 	40191 	44907 
F01,21,TLW,EU27_2020	: 	: c	: c	45963.1076 	48027.865 	54931.5067 	63844.545 	60628.6659 	60461.664 	56111.144 	45147.8 	55259.11 	50123 	55185.58 	64552.1 	68325 	95452 	84917 	80512 	85543 
F01,21,TLW,EU28	: 	: c	51163.847 e	47172.708 	48027.865 	54931.507 	65196.345 	61785.5309 	61545.564 	59716.844 	45764.4 	55562.12 	50123 	55185.58 	64552.1 	68325 	95999 	84917 	80512 	85543 
F01,21,TLW,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
F01,21,TLW,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
F01,21,TLW,IS	: 	: 	: 	: 	: 	: 	92 	: 	123.689 	184.8 	: 	: 	: 	4054 	6927.5 	7588 	7226 	6878 	5077 	9363 
F01,21,TLW,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
F01,21,TLW,LT	: 	: 	: 	0 	: 	7 	: 	753.13 	1011.996 	1542.4 	: 	1292.4 	3475 	2833 	5412 	8644 	11671 	10948 	7596 	4048 
F01,21,TLW,LV	: 	: 	: 	: 	: 	: 	: 	136.9 	587.1 	994.3 	1669.9 	1790 	2435 	2184 	2806 	3979 	4575 	2742 	3330 	3397 
F01,21,TLW,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
F01,21,TLW,NO	3214.15 	2545.31 	2762.07 	3210.43 	2953.975 	2842.365 	2874.379 	3160.444 	3179.271 	2779.2 	3045.1 	2767.15 	3479.3 	2346 	2450.3 	13135.06 	24794.02 	14370 	14527 	4424 
F01,21,TLW,PL	: 	: 	: 	: 	: 	413.328 	: 	: 	: 	: 	: 	: 	436.4 	1093.1 	1285 	2199 	921 	428 	761 	1732 
F01,21,TLW,PT	22736.46 	18343.3 	19611.05 	18219.542 	16902.663 	19169.5706 	18075.127 	16222.9109 	16385.496 	15710 	15435.1 	12357.09 	11734.09 	13910.25 	12985 	13508 	22680 	18483 	14949 	12842 
F01,21,TLW,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
F01,21,TLW,UK	: 	: 	1155.106 	1209.6 	: 	: 	1351.8 	979.7 	1083.9 	3605.7 	616.6 	303.01 	: 	: 	0 	0 	547 	0 	0 	0 
F01,27,TLW,BE	: 	22721.5 	24366.3 	26860 	24462.5 	26508.6 	25377.4 	24371.2 	22190.6 	21904 	21207.64 	22097.85 	24026.86 	22519.4 	24092 	26246.5 	26341.54 	28519.41 	29670.48 	29291.3 
F01,27,TLW,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
F01,27,TLW,DE	188953 	235741 	202573.31 p	217981.212 	231098.694 	205733.889 	216584.253 	188962.366 	180344.99 	192673 	193140.13 	203464.1 	212568.42 	259449.76 	262692 	235567 	234705 	193625 	184438 	177906 
F01,27,TLW,DK	: 	787072 	901939 	664127.6 	867204.1 	741610.28 	664947.23 	499632.63 	711085.59 	822842.59 	772629.84 	686776.51 	649582.81 	864171.77 	906877 	1087284.09 	1030066.05 	1441605.8 	1510315.67 	1533890.89 
F01,27,TLW,EE	78063.3383 	78119.342 	74866.909 	69185.263 	66754.5654 	62090.467 	61981.5865 	56634.0572 	68669.31 	86478.57 	88546.21 	85116.44 	81841.97 	73671.92 	80257 	68161.03 	59493.03 	81070.03 	88353.01 	96267 
F01,27,TLW,ES	: 	302075.17 	347726.69 	322079.61 	359986.25 	353662.37 	320701.8 	281654.2 	354513.93 	372874.6 	328914.22 	379630.19 	326253.58 	372747.2 	330689 	302077 	332541.46 	312155.07 	437189.36 	399201.08 
F01,27,TLW,EU27_2020	: 	: c	3256915.5197 ep	2970765.7901 e	3239987.1973 	3020193.2888 	2914871.6791 	2627142.7871 	2815417.7088 	3113668.78 	2966741.52 	2960293.63 	3086981.6 	3374607.8 	3432833.35 	3568770.8 	3467651.39 	3850323.11 	4149482.78 	4134677.53 
F01,27,TLW,EU28	: 	: c	3974466.692 ep	3666704.95 e	3937286.2638 	3767972.614 	3530377.0394 	3241109.5871 	3397530.1088 	3688733.28 	3530846.48 	3505162.49 	3681265.35 	3978334.21 	4091666.35 	4218305.32 	4093057.25 	4529413.75 	4878048.81 	4872627.58 
F01,27,TLW,FI	: 	155163.361 	162016.73 e	164833.422 e	153394.494 	153487.755 	144297 	138068.87 	124827.45 	127220 	125315.17 	119355.46 	128163.22 	112932.88 	95467.17 	99154.93 	86305.44 	106731.87 	115191.48 	121641.43 
F01,27,TLW,FR	: 	394673.895 p	360989.25 	361304.323 	363745.48 	367568.25 	362392.18 	333234.25 	341339.15 	312057.5 	302070.1 	326178.89 	379526.56 	403882.8 	386746 	395681.46 	415912.61 	422738.61 	427253.54 	421225.28 
F01,27,TLW,IE	: 	: c	246759.52 e	230272.6223 	234772.0764 	276847.164 	246240.0835 	275916.799 	205914.09 	285523.76 	256819.27 	203128.43 	214844.59 	211403.18 	234024.6 	245577.34 	232186.59 	241948 	281816.01 	277100.15 
F01,27,TLW,IS	: 	1259169 p	1176538 p	1069488 e	1317156 e	1076883 e	1362795 e	1448544 e	1148870 e	1042163.39 	1141634.5 	1283801.6 	1399005.4 	1319225.62 	1653998 	1720292 	1972839 	2122621 	1975479.02 	1972940 
F01,27,TLW,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
F01,27,TLW,LT	: 	31784.242 	28992.34 	30932.967 	28534.5 	46707.171 	14330.981 	20810.154 	22424 	19852.7 	39077.2 	35081.5 	46456 	34592 	17878 	20082 	27322.01 	32006 	31381 	19584 
F01,27,TLW,LV	: c	: c	69183.37 	66912.59 	67001.5 	61733.65 	62939.46 	59156.71 	65876.05 	76257.4 	79931.9 	87385.6 	90513 	83972 	93605 	82706 	71980 	79863 	76930 	80329 
F01,27,TLW,NL	: 	393272.291 	327311.97 	329101.5 	344764.2 	290306.2 	311731 	307781 	243940 	283382 	260636 	294667 	355424 	358127 	429242 	390823 	349017 	300317 	338493 	336329 
F01,27,TLW,NO	: 	2285863.29 	2218274.09 	1859267.73 	2143119.78 	2132121.524 	1941037.34 	2043763.2341 	2174912.36 	2559208.85 	2476557.91 	2363761.81 	2333953.76 	2243822.77 	2389257 	2510852.81 	2523733.74 	2725420.22 	2672013.19 	2693365.17 
F01,27,TLW,PL	: 	168547.835 	156644.7 	146219.4319 	141136.8345 	123902.1527 	141324.7154 	125906.2136 	115433.9073 	115817.46 	134003.68 	98999.3 	124908.75 	118789.61 	129353 	156491.08 	146113 	151563 	159161 	143177.01 
F01,27,TLW,PT	: 	135140.7707 	131722.65 	142982.384 	154185.75 	138146.14 	165235.3897 	164895.0373 	179022.3415 	186119 	162601.26 	188687.16 	216738.64 	190737.41 	186967.58 	190362.01 	170274.24 	164651.03 	158695.93 	161654.11 
F01,27,TLW,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
F01,27,TLW,SE	178136.8739 	214970.291 	221822.78 	197972.8651 	202946.2531 	171889.2 	176788.6 	150119.3 	179836.3 	210666.2 	201848.9 	229725.2 	236133.2 	267610.87 	254943 	268557.36 	285393.42 	293529.29 	310594.3 	337081.28 
F01,27,TLW,UK	: 	689851.302 	717551.172 	695939.1601 	697299.0665 	747779.3248 	615505.3603 	613966.8 	582112.4 	575064.5 	564104.96 	544868.86 	594283.75 	603726.41 	658833 	649534.52 	625405.86 	679090.64 	728566.03 	737950.05 
F01,34,TLW,BG	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
F01,34,TLW,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	: 
F01,34,TLW,DE	16360 	23582.673 	24956.7 	20689.795 	18283.675 	8282.294 	: 	14565.59 	35246.44 	20394.52 	: 	: 	12850.3 	15087.5 	0 	2338.6 	0 	5168 	2673 	0 
F01,34,TLW,DK	: 	: 	: 	3164.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F01,34,TLW,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	4 	6 	5 
F01,34,TLW,EL	: 	: c	: c	: c	686.89 	729.27 	905.16 	1135.47 	1089.6 	1271.45 	1773.06 	1963.84 	3295.15 	4279.57 	2547.72 	3203.2 	4563.53 	5984.18 	5972 	5144.01 
F01,34,TLW,ES	: 	109771.11 	134102.69 	138289.1 	125677.89 	157603.3 	154417.71 	115371.84 	143130.28 	111048.43 	104776.02 	57770.87 	101428.91 	81252.8 	105225.06 	169114.16 	137075.17 	123208 	160605 	149223.02 
F01,34,TLW,EU27_2020	: 	: c	: c	: c	259277.888 	476928.15 	379660.9853 	317699.5122 	610509.759 	529222.3 	475540.1 	387505.14 	328502.04 	394778.33 	483120.83 	574588.36 	575202.77 	574855.28 	665447.19 	500606.05 
F01,34,TLW,EU28	: 	: c	: c	: c	259283.0892 	476933.738 	379676.5978 	322420.8122 	618914.659 	551750.3 	489688.21 	423223.18 	340999.05 	403092.03 	483954.43 	574588.36 	575202.77 	574855.28 	665478.19 	500606.05 
F01,34,TLW,FR	46434.676 p	42205.719 p	40798.006 	36438.885 	42283.9 	39965.45 	38229.5 	32503.5 	33071.02 	38267.2 	27212.4 	21756.7 	19784.7 	29315 	40026.5 	48249 	56743 	56437 	57797 	70022 
F01,34,TLW,IE	0 	: 	: 	: 	: 	0 	: 	: 	263.239 	33240.9 	12175 	2003.5 	: 	: 	33064.5 	34080.4 	33438 	39588 	73695 	0 
F01,34,TLW,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
F01,34,TLW,IT	1145.4 p	1151.2 p	1382.8 	370.6 	569.2 	: 	: 	: 	2045.7 	1809.3 	2987.3 	2910.1 	4920.1 	4826 	5444 	7381.01 	8044 	6202 	7359 	4077 
F01,34,TLW,LT	: 	31477.843 	43152.59 	71563.072 	24936.011 	102128.589 	60471.83 	48631.758 	113649 	116849.6 	111017.4 	120731 	99802 	115688 	114876 	131496 	111567 	106434 	110000 	53445 
F01,34,TLW,LV	: c	: c	: c	47742.19 	14303.03 	57559.5 	52819.8 	30207.5 	89667 	87236.7 	81282.8 	68410 	62014.1 	53905 	53851 	38346 	37263 	30491 	47335 	52065 
F01,34,TLW,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
F01,34,TLW,NL	19579.257 	18693.719 	34529.2 	39247.8 	20225.7 	75432.9 	12639 	37463 	121013 	92579 	80157 	80889 	10853 	75900 	117866 	128713 	175108 	161143 	176922.01 	157195 
F01,34,TLW,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	71 
F01,34,TLW,PL	: 	: 	12486.61 	30487.562 	4495.962 	19934.927 	54152.43 	29178.114 	60172.47 	14604.2 	41020.8 	16527.7 	: 	: 	0 	0 	0 	28712 	13185 	0 
F01,34,TLW,PT	12273.59 	10518.8773 	10881.22 	10792.576 	7815.63 	15291.92 	6025.5553 	8642.7402 	11162.01 	11921 	13138.32 	14542.43 	13553.78 	14524.46 	10220.05 	11666.99 	11401.07 	11484.1 	9898.18 	9430.02 
F01,34,TLW,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
F01,34,TLW,UK	: 	: 	: 	: 	5.2012 	5.5876 	15.6125 	4721.3 	8404.9 	22528 	14148.11 	35718.04 	12497.01 	8313.7 	833.6 	0 	0 	0 	31 	0 
F01,37,TLW,BG	10268.6267 	8544.091 	8506.8 e	8562.442 	8746.6 	8564.9 	9534.543 	8153.25 	8956.31 	9681 	7391.07 	7666.08 	7832.04 	5629.82 	3408.4 	5818.01 	10211.04 	13555.01 	4880.02 	6137.02 
F01,37,TLW,CY	: 	1469.953 	1736.413 	1481.8 	1475.25 	1248.6916 	1165.6 	1297.1707 	1162.9 	1399.91 	1391 	1991.6 	2205.4 	2097.86 	1849.5 	1522 	1741 	1908 	2245 	2230 
F01,37,TLW,EL	82232.46 p	76771.92 	77348.93 	74588.32 	63706.351 	59589.56 	62733.05 	59590.06 	61757.76 	68817.69 	80048.3 	81857.26 	90344 	92414.98 	87897.5 	87930.81 	85068.75 	85907.05 	85043.4 	90766.7 
F01,37,TLW,ES	: 	87438.08 	86833.58 	81756.05 	76389.92 	78460.95 	82983.11 	78980.85 	103504.74 	100286.84 	105820.22 	105225.19 	119093.58 	130701.5 	107779.37 	94462.34 	92179.67 	118347.21 	139148.71 	140208 
F01,37,TLW,EU27_2020	: 	464193.5812 p	455985.3296 e	452768.3353 	433076.7281 	424842.0958 	424976.7132 	422624.9446 	474824.97 	481483.7 	511452.63 	491797.55 	581490.55 	601355.57 	550737.46 	517972.57 	534261.94 	545000 	592398.76 	604626.66 
F01,37,TLW,EU28	: 	464193.5812 p	455985.33 e	452768.335 	433076.7281 	424842.096 	424976.7132 	422624.9446 	474824.97 	481483.7 	511452.63 	491797.55 	581490.55 	601355.57 	550737.46 	517972.57 	534261.94 	545000 	592398.76 	604626.66 
F01,37,TLW,FR	17561.598 p	16912.106 p	14975.823 	14257.174 	12647.09 	15066.62 	16049.59 	11610.88 	15027.42 	17779.3 	19034.87 	21908.4 	37387 	32294.36 	30801.6 	39735 	48010.72 	44739.06 	43064.75 	45546.68 
F01,37,TLW,HR	64019.9247 	70068.3 	69561.05 	72865.3443 	73487.6321 	79944.5442 	75267.231 	63599.02 	70534.02 	52396.9 	55364.5 	49011 	48633.71 	37830.1 	34649.6 	30135.1 	19938 	21210.5 	18464 	21051.2 
F01,37,TLW,IT	174688.7 p	192507.4 p	185064.8 	188266.2 	188956.8 	177018.6 	172906.5 	195996.2 	210683.9 	228211.3 	239563.62 	221651.89 	273255.61 	297427.05 	279866.02 	254298.01 	273267.8 	254648.1 	294317.7 	293410.9 
F01,37,TLW,MT	2229.732 	2544.971 	2223.05 	3556.089 	2535.677 	2402.551 	2354.9428 	2203.8588 	1919.86 	1835.66 	1587.45 	1282.07 	1244.21 	1348 	1336.01 	1067.04 	1138.04 	1074.03 	895.16 	1074.11 
F01,37,TLW,PT	25.49 	52.09 	58.1 	114.82 	97.64 	99.63 	132.4155 	59.4151 	26.79 	85 	58.01 	33.01 	13.05 	53.91 	98.42 	359.07 	8.01 	29 	288 	96 
